tx_price,sqft,lot_size,basement,restaurants,groceries,nightlife,cafes,shopping,arts_entertainment,beauty_spas,active_life,median_age,married,college_grad,property_tax,insurance,during_recession,two_and_two,property_age,school_score,exterior_walls_Brick,exterior_walls_Brick veneer,exterior_walls_Combination,exterior_walls_Metal,exterior_walls_Missing,exterior_walls_Other,exterior_walls_Siding (Alum/Vinyl),exterior_walls_Wood,roof_Asbestos,roof_Asphalt,roof_Built-up,roof_Composition Shingle,roof_Gravel/Rock,roof_Metal,roof_Missing,roof_Other,roof_Roll Composition,roof_Shake Shingle,roof_Slate,property_type_Apartment / Condo / Townhouse,property_type_Single-Family
280000,1152,8712,0.0,25,7,1,0,15,2,22,12,35.0,69.0,25.0,310.0,80.0,1,0,50,9.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
258000,1178,1398,1.0,0,0,0,0,2,0,0,0,36.0,83.0,66.0,295.0,89.0,1,0,32,27.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
415000,1200,5227,1.0,22,10,1,3,29,1,17,2,41.0,70.0,61.0,368.0,112.0,0,0,65,12.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
339000,1200,8745,1.0,65,14,5,2,49,3,40,10,29.0,85.0,36.0,359.0,109.0,0,0,56,9.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
249000,1200,9069,1.0,65,14,5,2,49,3,40,10,29.0,85.0,36.0,368.0,112.0,0,0,48,9.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
500000,1208,11761,1.0,14,1,0,0,7,1,4,6,43.0,90.0,69.0,353.0,107.0,0,0,33,24.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
345000,1211,10781,1.0,70,13,7,4,71,3,40,13,30.0,88.0,40.0,397.0,121.0,1,0,58,9.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
280000,1214,2178,1.0,14,2,3,4,19,1,8,12,32.0,67.0,70.0,347.0,89.0,0,0,2,9.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
285000,1220,2448,1.0,0,1,0,0,2,0,2,0,33.0,58.0,44.0,278.0,84.0,0,0,26,12.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
439900,1220,2178,1.0,21,4,1,5,16,1,18,11,34.0,66.0,72.0,359.0,109.0,0,0,23,24.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
428000,1220,1519,1.0,33,5,3,5,22,1,21,12,34.0,36.0,86.0,364.0,111.0,0,0,30,24.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
417000,1220,1520,1.0,33,5,3,5,22,1,21,12,34.0,36.0,86.0,368.0,112.0,0,0,30,24.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
410000,1220,1981,1.0,72,14,2,9,58,1,51,26,40.0,68.0,63.0,327.0,99.0,0,0,21,15.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
525000,1224,7000,1.0,15,1,0,4,11,2,13,10,46.0,54.0,73.0,430.0,131.0,0,0,63,12.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
392000,1225,16117,1.0,111,10,10,12,90,7,74,23,42.0,58.0,42.0,341.0,118.0,1,0,59,21.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
252500,1228,2012,1.0,53,4,7,4,77,1,35,10,31.0,73.0,26.0,209.0,59.0,0,0,17,12.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
375000,1232,2639,1.0,16,6,1,3,26,0,3,6,33.0,82.0,47.0,254.0,77.0,0,0,32,9.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
375000,1232,1540,1.0,11,2,0,4,7,2,5,7,39.0,87.0,73.0,315.0,96.0,0,0,26,8.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
378000,1240,1306,1.0,76,10,11,9,89,4,51,30,39.0,64.0,34.0,335.0,102.0,0,0,27,15.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
485000,1254,10737,1.0,12,2,0,7,6,0,0,5,47.0,66.0,62.0,457.0,139.0,1,0,61,15.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
445900,1258,0,0.0,48,3,9,2,21,20,29,42,30.0,34.0,70.0,349.0,121.0,0,0,6,18.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
335000,1260,3598,1.0,54,10,4,7,22,2,25,11,33.0,52.0,38.0,376.0,114.0,0,0,61,15.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
271000,1260,27007,1.0,0,0,0,0,0,0,0,0,48.0,76.0,47.0,303.0,86.0,1,0,51,24.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
399900,1267,10519,1.0,30,5,2,3,21,1,11,7,44.0,79.0,47.0,409.0,124.0,1,0,56,12.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
275000,1276,11761,1.0,20,4,1,1,13,1,5,10,41.0,66.0,40.0,340.0,103.0,1,0,55,18.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
333000,1280,1999,1.0,24,5,1,1,19,0,16,13,36.0,75.0,64.0,311.0,94.0,0,0,29,27.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
324000,1280,1441,1.0,16,1,1,4,19,2,5,13,39.0,72.0,60.0,302.0,92.0,1,0,26,7.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
440000,1285,11761,1.0,6,1,1,0,22,0,4,6,39.0,80.0,44.0,399.0,121.0,1,0,50,14.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
575000,1287,14374,1.0,27,3,3,3,34,3,17,15,40.0,64.0,77.0,528.0,161.0,0,0,71,30.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
275000,1296,15681,1.0,19,10,1,1,20,0,23,5,31.0,79.0,30.0,269.0,82.0,0,0,46,9.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
425000,1304,8616,1.0,18,2,0,1,12,1,16,9,36.0,92.0,76.0,381.0,116.0,0,0,36,14.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
295000,1304,1446,1.0,89,5,9,5,34,2,49,13,32.0,83.0,31.0,245.0,74.0,0,0,25,15.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
319900,1320,1400,1.0,10,2,0,1,10,3,5,7,46.0,78.0,77.0,295.0,90.0,0,0,33,21.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
340000,1320,1400,1.0,18,3,1,4,14,3,8,13,46.0,78.0,77.0,295.0,89.0,1,0,40,21.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
258000,1320,1650,1.0,36,4,2,2,60,6,27,13,32.0,82.0,29.0,174.0,42.0,0,0,22,12.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
370000,1320,1599,1.0,71,8,10,5,99,1,52,12,31.0,73.0,26.0,242.0,68.0,0,0,9,12.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
700000,1325,7000,1.0,9,1,0,3,9,2,12,10,46.0,54.0,73.0,548.0,167.0,0,0,66,12.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
200000,1330,0,1.0,32,1,0,3,27,6,19,25,47.0,51.0,77.0,211.0,64.0,1,0,38,21.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
242990,1330,0,1.0,14,3,1,0,5,0,13,2,29.0,82.0,44.0,232.0,65.0,1,0,0,9.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
320000,1331,19166,1.0,73,13,3,6,57,2,51,22,34.0,71.0,55.0,344.0,104.0,0,0,46,15.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
319950,1332,2178,1.0,15,1,2,2,31,2,13,12,35.0,71.0,54.0,324.0,83.0,0,0,12,21.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
250000,1332,0,1.0,63,9,4,6,101,3,35,22,34.0,48.0,62.0,258.0,78.0,1,0,8,27.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
235000,1334,0,1.0,47,7,2,2,36,5,31,26,29.0,48.0,29.0,237.0,61.0,0,0,36,9.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
211500,1338,0,1.0,74,5,8,12,89,11,34,30,61.0,38.0,66.0,184.0,56.0,1,0,45,21.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
350000,1340,10497,1.0,6,1,0,1,6,0,12,8,38.0,80.0,49.0,389.0,118.0,0,0,40,24.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
209900,1342,2748,0.0,30,1,5,2,40,0,18,6,37.0,60.0,54.0,202.0,57.0,0,0,44,12.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
390000,1342,1540,1.0,12,2,0,2,12,3,10,9,35.0,55.0,71.0,344.0,105.0,1,0,28,18.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
416000,1344,12632,1.0,19,4,0,0,14,2,3,7,46.0,69.0,29.0,332.0,81.0,0,0,22,12.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
245000,1348,1599,1.0,22,4,3,3,28,0,24,12,29.0,63.0,51.0,251.0,71.0,1,0,23,21.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
236000,1348,1629,1.0,0,0,0,0,5,0,0,2,31.0,80.0,47.0,286.0,81.0,0,0,2,12.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
238500,1350,2757,1.0,0,0,0,0,2,0,2,0,36.0,83.0,66.0,327.0,99.0,1,0,33,27.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
440000,1352,22215,1.0,1,0,0,0,0,0,0,3,46.0,81.0,53.0,409.0,124.0,1,0,37,11.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
250000,1360,1498,1.0,13,6,0,3,22,0,3,6,42.0,66.0,56.0,278.0,85.0,1,0,28,9.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
239900,1360,1559,1.0,57,4,7,4,71,5,39,12,29.0,80.0,24.0,250.0,70.0,1,0,16,24.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
325000,1362,0,1.0,8,1,0,3,10,1,10,10,60.0,15.0,63.0,245.0,75.0,0,0,44,12.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
309900,1368,1742,1.0,11,1,3,1,14,3,7,7,29.0,78.0,73.0,378.0,97.0,1,0,8,24.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
293000,1370,2308,1.0,62,5,7,4,27,2,50,16,32.0,83.0,31.0,255.0,78.0,0,0,30,15.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
459000,1370,1778,1.0,49,6,6,4,44,4,18,14,36.0,39.0,84.0,359.0,109.0,0,0,13,10.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
297000,1374,1528,1.0,81,7,7,6,42,5,40,14,33.0,62.0,51.0,311.0,94.0,0,0,15,24.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
249000,1375,1499,1.0,44,7,2,4,39,4,24,18,39.0,62.0,81.0,359.0,109.0,0,0,7,15.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
455900,1380,1660,1.0,57,7,7,5,50,6,34,17,39.0,49.0,54.0,352.0,107.0,1,0,23,18.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
375490,1380,0,1.0,36,2,6,5,36,0,11,7,36.0,61.0,64.0,278.0,84.0,0,0,7,21.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
375000,1400,7013,0.0,90,9,17,5,36,22,44,48,32.0,49.0,46.0,388.0,134.0,1,0,75,12.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
271000,1400,0,1.0,78,3,13,10,65,4,38,12,41.0,75.0,56.0,192.0,58.0,0,0,33,21.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
350000,1400,1400,1.0,11,2,0,2,9,3,7,12,35.0,55.0,71.0,327.0,100.0,1,0,38,21.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
368253,1400,0,1.0,21,4,1,2,14,1,10,10,31.0,77.0,69.0,310.0,79.0,0,0,0,14.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
399000,1404,10001,1.0,12,2,0,7,7,0,0,6,47.0,66.0,62.0,434.0,132.0,0,0,58,15.0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
290000,1404,9003,1.0,96,7,16,10,85,5,54,15,44.0,89.0,46.0,377.0,115.0,1,0,51,12.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
331000,1408,1542,1.0,42,6,1,3,29,2,31,7,32.0,64.0,41.0,193.0,55.0,0,0,39,12.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
300000,1408,1742,1.0,38,0,5,6,109,4,25,10,37.0,64.0,55.0,356.0,91.0,0,0,8,21.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
462330,1418,0,1.0,27,6,5,7,34,2,19,16,44.0,70.0,54.0,458.0,139.0,1,0,0,24.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
317500,1421,0,1.0,60,14,4,5,83,3,16,11,43.0,73.0,41.0,336.0,102.0,0,0,18,9.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
209900,1440,12632,1.0,2,1,0,1,6,0,2,2,36.0,75.0,35.0,286.0,81.0,0,0,52,12.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
299900,1440,1444,1.0,96,8,7,9,49,6,48,15,38.0,68.0,53.0,295.0,90.0,0,0,20,24.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
347644,1442,1743,1.0,96,7,15,13,86,5,58,15,40.0,73.0,44.0,318.0,97.0,0,0,42,12.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
279900,1444,9147,0.0,9,1,1,2,9,1,11,10,39.0,89.0,74.0,358.0,92.0,1,0,41,18.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
385000,1446,0,0.0,132,9,13,15,79,9,49,49,55.0,23.0,42.0,277.0,96.0,1,0,46,15.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
330000,1452,0,1.0,21,5,2,1,17,0,14,8,32.0,46.0,58.0,244.0,74.0,0,0,39,24.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
360000,1452,1760,1.0,13,6,0,3,21,0,3,6,42.0,66.0,56.0,299.0,91.0,0,0,33,9.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
455000,1452,1540,1.0,10,2,0,1,11,3,5,7,35.0,55.0,71.0,389.0,118.0,0,0,34,18.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
324000,1452,2535,1.0,25,2,0,2,25,1,15,8,35.0,93.0,62.0,325.0,99.0,0,0,23,12.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
350000,1452,1742,1.0,3,0,0,0,1,0,1,7,40.0,92.0,79.0,349.0,89.0,0,0,10,21.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
400000,1456,1500,1.0,14,2,4,2,8,3,3,9,38.0,83.0,67.0,348.0,106.0,0,0,21,6.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
262000,1459,52707,0.0,1,0,1,0,1,1,0,1,37.0,86.0,41.0,308.0,87.0,1,0,37,15.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
475000,1468,10175,1.0,41,6,2,2,26,1,19,7,42.0,71.0,20.0,467.0,142.0,0,0,61,12.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
420000,1475,9334,1.0,65,12,7,3,72,3,38,9,30.0,88.0,40.0,504.0,153.0,0,0,60,9.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
467000,1483,0,1.0,124,12,10,15,111,12,65,41,32.0,32.0,88.0,450.0,137.0,1,0,7,21.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
440000,1484,1825,1.0,21,3,1,3,17,2,13,8,42.0,55.0,72.0,307.0,93.0,0,0,19,21.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
309900,1496,2378,1.0,0,0,0,0,6,1,0,10,31.0,68.0,54.0,323.0,98.0,1,0,32,8.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
444000,1496,1542,1.0,32,3,2,1,24,1,15,10,44.0,77.0,53.0,295.0,90.0,0,0,24,17.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
345000,1501,1542,1.0,32,3,2,1,24,1,15,10,44.0,77.0,53.0,327.0,99.0,0,0,27,17.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
400000,1503,10254,1.0,38,13,2,5,48,2,22,3,34.0,40.0,36.0,368.0,112.0,1,0,60,12.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
223500,1506,0,0.0,72,12,10,9,95,1,54,26,47.0,28.0,42.0,255.0,84.0,0,0,28,6.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
341500,1508,9827,1.0,7,1,0,3,10,2,10,7,41.0,62.0,41.0,409.0,124.0,0,0,56,12.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
306000,1510,0,0.0,72,12,10,9,95,1,54,26,47.0,28.0,42.0,251.0,83.0,1,0,38,6.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
438950,1512,2613,1.0,42,4,1,7,35,3,21,24,45.0,61.0,70.0,385.0,117.0,0,0,29,18.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
340000,1514,0,1.0,70,10,3,8,93,5,40,24,34.0,58.0,76.0,286.0,87.0,0,0,11,21.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
260000,1518,0,1.0,25,2,3,3,8,0,9,6,39.0,36.0,37.0,257.0,78.0,1,0,19,24.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
415000,1522,1760,1.0,0,0,0,0,1,0,0,3,44.0,77.0,62.0,352.0,107.0,0,0,25,18.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
345000,1524,0,1.0,31,13,0,5,41,2,18,2,41.0,70.0,61.0,317.0,96.0,1,0,6,12.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
320000,1532,1812,1.0,10,1,1,0,9,0,11,8,36.0,75.0,64.0,360.0,109.0,0,0,36,18.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
399900,1534,10023,1.0,67,14,4,6,95,3,20,17,43.0,73.0,41.0,409.0,124.0,0,0,50,9.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
228000,1540,1742,0.0,4,0,1,0,4,1,10,8,34.0,82.0,35.0,269.0,69.0,1,0,38,18.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
239000,1540,1742,0.0,3,0,1,0,4,1,1,3,34.0,82.0,35.0,266.0,68.0,1,0,37,18.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
310000,1541,87991,1.0,0,0,0,0,1,0,0,0,46.0,92.0,35.0,307.0,87.0,1,0,35,24.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
415000,1544,1964,1.0,95,22,17,14,94,7,40,21,40.0,50.0,55.0,430.0,131.0,1,0,15,9.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
385000,1546,1600,1.0,13,7,1,1,23,1,12,8,40.0,76.0,64.0,359.0,109.0,0,0,16,12.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
325000,1548,16988,1.0,44,7,1,2,40,2,24,13,34.0,59.0,63.0,433.0,132.0,0,0,57,24.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
245000,1550,13939,1.0,132,16,16,17,109,6,60,37,48.0,60.0,77.0,635.0,184.0,0,0,63,27.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
324999,1554,3767,1.0,22,10,1,3,33,1,22,6,41.0,62.0,41.0,284.0,86.0,0,0,60,12.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
469335,1556,1742,1.0,108,5,20,22,242,4,95,31,39.0,79.0,76.0,524.0,159.0,0,0,18,24.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
607000,1560,20908,1.0,13,6,0,3,10,1,4,4,52.0,81.0,73.0,562.0,171.0,0,0,57,12.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
460000,1564,9282,1.0,11,6,0,3,9,0,3,6,37.0,85.0,72.0,397.0,121.0,0,0,28,9.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
381000,1574,0,1.0,134,5,22,28,314,7,96,34,64.0,52.0,63.0,360.0,110.0,0,0,20,24.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
305000,1575,1759,1.0,10,3,2,1,16,1,18,10,38.0,69.0,42.0,228.0,64.0,0,0,24,24.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
272500,1582,10890,1.0,0,1,1,0,3,0,1,1,45.0,80.0,80.0,438.0,133.0,0,0,44,18.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
395000,1586,13068,1.0,33,5,2,4,31,2,14,12,34.0,80.0,70.0,426.0,129.0,1,0,41,13.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
450000,1590,11325,1.0,47,3,3,4,51,2,32,13,38.0,78.0,51.0,397.0,102.0,0,0,20,18.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
300000,1593,0,1.0,49,1,4,6,158,3,31,14,40.0,40.0,74.0,307.0,93.0,0,0,18,21.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
243000,1594,1594,1.0,53,5,6,8,51,4,35,14,31.0,61.0,38.0,409.0,125.0,0,0,0,12.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
449835,1600,2561,1.0,61,4,7,5,35,4,37,12,30.0,60.0,69.0,344.0,104.0,0,0,14,21.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
214000,1600,1846,1.0,27,4,3,1,22,3,23,14,35.0,80.0,72.0,425.0,129.0,0,0,1,15.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
290889,1600,1720,1.0,0,0,0,0,5,0,0,3,31.0,80.0,47.0,294.0,83.0,1,0,0,24.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
212000,1614,7013,1.0,5,2,0,1,4,0,2,4,31.0,68.0,17.0,367.0,72.0,1,0,49,9.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
384900,1614,2688,1.0,52,4,8,4,70,3,44,9,29.0,80.0,24.0,259.0,73.0,0,0,13,12.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
428002,1620,0,1.0,32,13,0,5,42,2,18,2,29.0,58.0,21.0,324.0,98.0,0,0,0,12.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
540000,1621,1120,1.0,17,1,1,1,26,0,4,2,34.0,77.0,71.0,344.0,104.0,0,0,0,24.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
422000,1624,1057,1.0,16,4,0,2,14,0,13,6,34.0,62.0,72.0,377.0,114.0,1,0,9,24.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
218000,1625,1595,1.0,18,2,1,3,11,3,11,10,34.0,49.0,54.0,307.0,93.0,0,0,29,18.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
289990,1629,0,0.0,11,1,3,1,14,3,7,7,31.0,57.0,78.0,286.0,73.0,0,0,0,16.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
355000,1632,1742,1.0,28,1,2,1,32,3,25,11,36.0,83.0,74.0,373.0,96.0,0,0,16,24.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
499900,1636,2178,0.0,69,9,14,12,60,9,35,49,37.0,41.0,53.0,469.0,156.0,0,0,5,12.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
265000,1637,6969,0.0,4,1,0,2,9,2,13,5,37.0,69.0,60.0,368.0,94.0,0,0,21,18.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
365000,1638,0,1.0,98,18,18,18,93,8,49,20,52.0,33.0,53.0,326.0,99.0,1,0,26,9.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
209900,1640,1742,1.0,0,0,0,0,4,0,1,1,36.0,80.0,67.0,325.0,83.0,0,0,18,21.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
